Player,Year,Salary
DeSagana Diop,2005,1850000
Nick Collison,2005,1815000
Jon Barry,2005,1800000
Robert Swift,2005,1764480
Tayshaun Prince,2005,1763115
Ron Mercer,2005,1760000
Lindsey Hunter,2005,1760000
Calbert Cheaney,2005,1760000
Wesley Person,2005,1760000
Maurice Williams,2005,1760000
Fred Hoiberg,2005,1760000
Ibo Kutluay,2005,1760000
Raul Lopez,2005,1744313
Marcus Banks,2005,1724280
Yaroslav Korolev,2005,1704480
Jarron Collins,2005,1700000
Sebastian Telfair,2005,1676280
Scott Padgett,2005,1670000
Malik Allen,2005,1670000
Michael Ruffin,2005,1670000
John Salmons,2005,1669001
Jason Collier,2005,1650000
Luke Ridnour,2005,1638000
Sean May,2005,1619280
Kris Humphries,2005,1592400
Joel Przybilla,2005,1560000
Reece Gaines,2005,1556160
Jason Hart,2005,1540000
Rashad McCants,2005,1538400
Al Jefferson,2005,1512840
Maurice Evans,2005,1500000
Troy Bell,2005,1478280
Antoine Wright,2005,1461360
Kirk Snyder,2005,1437240
Zarko Cabarkapa,2005,1404360
Milt Palacio,2005,1400000
Joey Graham,2005,1388400
Josh Smith,2005,1365360
Jermaine Jackson,2005,1355067
David West,2005,1334160
Danny Granger,2005,1318920
Rasual Butler,2005,1300000
JR Smith,2005,1297080
Aleksandar Pavlovic,2005,1274160
Gerald Green,2005,1253040
Luke Walton,2005,1250000
Keith McLeod,2005,1250000
Dorell Wright,2005,1238640
Dahntay Jones,2005,1223160
Hakim Warrick,2005,1196520
Jameer Nelson,2005,1189200
Boris Diaw,2005,1174200
Julius Hodge,2005,1148760
Pavel Podkolzin,2005,1141560
Alan Henderson,2005,1138500
Darrell Armstrong,2005,1138500
Bryon Russell,2005,1138500
Gary Payton,2005,1138500
Ervin Johnson,2005,1138500
Bo Outlaw,2005,1138500
Stacey Augmon,2005,1138500
Nick Van Exel,2005,1138500
Zoran Planinic,2005,1127280
Nate Robinson,2005,1102680
Matt Carroll,2005,1100000
Jason Kapono,2005,1100000
Reggie Evans,2005,1100000
Viktor Khryapa,2005,1095960
Jacque Vaughn,2005,1094550
Travis Outlaw,2005,1082160
Jarrett Jack,2005,1058640
Brian Cook,2005,1038960
Walter McCarty,2005,1035000
Rick Brunson,2005,1029873
Mikki Moore,2005,1020000
Sergey Monya,2005,1016400
Francisco Garcia,2005,1016400
Delonte West,2005,1010040
Nenad Krstic,2005,1010040
John Edwards,2005,1000000
Steve Blake,2005,1000000
Luther Head,2005,975600
Tony Allen,2005,969696
Carlos Delfino,2005,969696
Ndudi Ebi,2005,964320
Darrick Martin,2005,946646
Kevin Martin,2005,937440
Johan Petro,2005,936600
Kendrick Perkins,2005,936480
Leandro Barbosa,2005,930600
Josh Howard,2005,923880
Sasha Vujacic,2005,910440
Jason Maxiell,2005,905640
Beno Udrih,2005,904800
Ryan Bowen,2005,900498
Anthony Carter,2005,900498
Maciej Lampe,2005,900000
David Harrison,2005,898200
Jannero Pargo,2005,895248
Ronald Murray,2005,895248
Didier Ilunga-Mbenga,2005,880000
Linas Kleiza,2005,879360
Keith Bogans,2005,869373
Wayne Simien,2005,867720
Anderson Varejao,2005,866800
David Lee,2005,861360
DerMarr Johnson,2005,835810
Terence Morris,2005,835810
Lee Nailon,2005,835810
Eddie House,2005,835810
Sean Marks,2005,835810
Eddie Gill,2005,819551
Michael Bradley,2005,819550
Loren Woods,2005,780000
Charles Smith,2005,771123
Adrian Griffin,2005,768718
Pat Burke,2005,750000
Mike Wilks,2005,745248
Lonny Baxter,2005,745248
Laron Profit,2005,745248
Smush Parker,2005,745248
Nikoloz Tskitishvili,2005,745248
Linton Johnson,2005,719373
Francisco Elson,2005,719373
Richie Frahm,2005,719373
Ronald Dupree,2005,719373
Jamal Sampson,2005,719373
Quinton Ross,2005,700000
Matt Barnes,2005,683862
Jackson Vroman,2005,682051
Trevor Ariza,2005,682051
Romain Sato,2005,682051
Lionel Chalmers,2005,682050
Mario Kasun,2005,682050
Salim Stoudamire,2005,675000
Peter John Ramos,2005,660000
Donta Smith,2005,641748
Royal Ivey,2005,641748
Justin Reed,2005,641748
Bernard Robinson,2005,641748
Antonio Burks,2005,641748
Andre Emmett,2005,641748
Charlie Bell,2005,641748
Ha Seung-Jin,2005,641748
Pape Sow,2005,641748
Awvee Storey,2005,641748
James Singleton,2005,625000
Qyntel Woods,2005,599834
Daniel Ewing,2005,450000
Louis Williams,2005,450000
Monta Ellis,2005,448762
Ryan Gomes,2005,428762
Chris Taft,2005,423762
Esteban Batista,2005,398762
Orien Greene,2005,398762
Alan Anderson,2005,398762
Kevin Burleson,2005,398762
Eddie Basden,2005,398762
Martynas Andriuskevicius,2005,398762
Josh Powell,2005,398762
Rawle Marshall,2005,398762
Alex Acker,2005,398762
Amir Johnson,2005,398762
Boniface N'Dong,2005,398762
Von Wafer,2005,398762
Devin Green,2005,398762
Anthony Roberson,2005,398762
Lawrence Roberts,2005,398762
Earl Barron,2005,398762
Ersan Ilyasova,2005,398762
Bracey Wright,2005,398762
Dwayne Jones,2005,398762
Brandon Bass,2005,398762
Jackie Butler,2005,398762
Travis Diener,2005,398762
Shavlik Randolph,2005,398762
Dijon Thompson,2005,398762
Ronnie Price,2005,398762
CJ Miles,2005,398762
Robert Whaley,2005,398762
Andre Owens,2005,398762
Andray Blatche,2005,398762
Donell Taylor,2005,398762
Samaki Walker,2005,364223
Gerald Fitch,2005,359858
Zendon Hamilton,2005,329138
Mateen Cleaves,2005,305784
John Thomas,2005,282118
Jared Reiner,2005,242612
Josh Davis,2005,193003
Dion Glover,2005,163085
Aaron Miles,2005,155614
Sean Banks,2005,150751
James Thomas,2005,148698
Sharrod Ford,2005,116711
Deng Gai,2005,92396
Anthony Goldwire,2005,74652
Randy Holcomb,2005,52033
Stephen Graham,2005,48630
Matt Walsh,2005,38904
Ben Handlogten,2005,35091
John Lucas,2005,34041
Kaniel Dickens,2005,31305
Alex Scales,2005,24315
Melvin Sanders,2005,24315
Kevin Garnett,2006,21000000
Shaquille O'Neal,2006,20000000
Michael Finley,2006,19030999
Chris Webber,2006,18261024
Jason Kidd,2006,18084000
Jermaine O'Neal,2006,18084000
Kobe Bryant,2006,17718750
Tim Duncan,2006,17429672
Allen Iverson,2006,17184375
Stephon Marbury,2006,17184375
Tracy McGrady,2006,16901500
Grant Hill,2006,16901500
Brian Grant,2006,16786950
Jalen Rose,2006,16141500
Ben Wallace,2006,16000000
Eddie Jones,2006,15395472
Paul Pierce,2006,15101625
Vince Carter,2006,15101625
Dirk Nowitzki,2006,15101625
Antawn Jamison,2006,15101625
Baron Davis,2006,15070000
Steve Francis,2006,15070000
Shawn Marion,2006,15070000
Ray Allen,2006,14611570
Elton Brand,2006,14248000
Larry Hughes,2006,13363012
Michael Redd,2006,13260000
Joe Johnson,2006,12744189
Mike Bibby,2006,12500000
Yao Ming,2006,12455000
Amare Stoudemire,2006,12455000
Pau Gasol,2006,12364000
Andrei Kirilenko,2006,12364000
Lamar Odom,2006,12348596
Kenyon Martin,2006,12068182
Zach Randolph,2006,12000000
Wally Szczerbiak,2006,11775000
Theo Ratliff,2006,11666666
Rasheed Wallace,2006,11650000
Raef LaFrentz,2006,11532037
Carlos Boozer,2006,11260483
Richard Jefferson,2006,11200000
Gilbert Arenas,2006,11096800
Derek Anderson,2006,11043897
Predrag Stojakovic,2006,10800000
Steve Nash,2006,10500000
Jason Richardson,2006,9999999
Erick Dampier,2006,9628000
Brad Miller,2006,9625000
Samuel Dalembert,2006,9464307
Tony Parker,2006,9450000
Zydrunas Ilgauskas,2006,9442697
Rashard Lewis,2006,9350649
Jerry Stackhouse,2006,9296874
Richard Hamilton,2006,9187500
Tyson Chandler,2006,9150000
Marcus Camby,2006,8800000
Andre Miller,2006,8733333
Bobby Simmons,2006,8640000
Maurice Taylor,2006,8565918
PJ Brown,2006,8560000
Jamaal Magloire,2006,8433334
Kwame Brown,2006,8287500
Troy Murphy,2006,8285714
Manu Ginobili,2006,8254375
Jason Williams,2006,8250000
Mehmet Okur,2006,8250000
Eddy Curry,2006,8171103
Adonal Foyle,2006,8125000
Cuttino Mobley,2006,8125000
Jason Terry,2006,8100000
Aaron McKie,2006,8070874
Desmond Mason,2006,8037037
Nenê,2006,8000000
Tayshaun Prince,2006,7851240
Kurt Thomas,2006,7821482
Darius Miles,2006,7750000
Calvin Booth,2006,7628858
Al Harrington,2006,7625000
Mike Miller,2006,7623813
Antoine Walker,2006,7606820
Metta World Peace,2006,7526316
Quentin Richardson,2006,7525500
Malik Rose,2006,7525397
Mike Dunleavy,2006,7438016
Caron Butler,2006,7438000
Austin Croshere,2006,7300000
Mark Blount,2006,7288165
Radoslav Nesterovic,2006,7280000
Shandon Anderson,2006,7244726
Jamal Crawford,2006,7200000
Kenny Thomas,2006,7187500
Jerome Williams,2006,7014400
Corey Maggette,2006,7000000
Speedy Claxton,2006,6854546
Sam Cassell,2006,6850000
Ruben Patterson,2006,6807000
Joe Smith,2006,6807000
Alonzo Mourning,2006,6725433
Drew Gooden,2006,6645402
Danny Fortson,2006,6596990
Corliss Williamson,2006,6500000
Matt Harpring,2006,6500000
Juwan Howard,2006,6392100
James Posey,2006,6392100
Chauncey Billups,2006,6364400
Ricky Davis,2006,6364400
Chris Wilcox,2006,6250000
Stephen Jackson,2006,6120000
Eric Snow,2006,6093750
Antonio McDyess,2006,5883600
Marquis Daniels,2006,5883600
Hidayet Turkoglu,2006,5883600
Derek Fisher,2006,5883600
Etan Thomas,2006,5883600
Jamaal Tinsley,2006,5850000
LeBron James,2006,5828090
Jason Collins,2006,5800000
Tony Battie,2006,5746000
Donyell Marshall,2006,5633037
Troy Hudson,2006,5603000
Gerald Wallace,2006,5525000
Udonis Haslem,2006,5525000
Marko Jaric,2006,5525000
Jeff Foster,2006,5500000
Brian Cardinal,2006,5400000
Stromile Swift,2006,5400000
Brian Skinner,2006,5400000
Jerome James,2006,5400000
Earl Watson,2006,5400000
Shareef Abdur-Rahim,2006,5400000
Antonio Daniels,2006,5400000
Shane Battier,2006,5393300
Vin Baker,2006,5329555
Bobby Jackson,2006,5259000
Dan Gadzuric,2006,5252065
Darko Milicic,2006,5218622
Nazr Mohammed,2006,5215000
Tim Thomas,2006,5215000
Vladimir Radmanovic,2006,5215000
Mike James,2006,5215000
Jared Jeffries,2006,5215000
Joel Przybilla,2006,5215000
Greg Buckner,2006,5182074
Brent Barry,2006,5117880
Marc Jackson,2006,4875000
Dwight Howard,2006,4806720
Shawn Bradley,2006,4800000
Carmelo Anthony,2006,4694041
Andrew Bogut,2006,4665960
Alvin Williams,2006,4587508
Eduardo Najera,2006,4571428
Morris Peterson,2006,4550000
Andrea Bargnani,2006,4501200
Raja Bell,2006,4500000
Brendan Haywood,2006,4500000
Brevin Knight,2006,4400000
John Salmons,2006,4400000
Trenton Hassell,2006,4350000
Emeka Okafor,2006,4300560
Eric Williams,2006,4296000
Chris Bosh,2006,4235220
Chris Mihm,2006,4214241
Rafer Alston,2006,4200000
Marvin Williams,2006,4174800
Anthony Parker,2006,4150000
Carlos Arroyo,2006,4100000
Damon Stoudamire,2006,4050000
LaMarcus Aldridge,2006,4027320
Kyle Korver,2006,4018182
Zaza Pachulia,2006,4000000
Reggie Evans,2006,4000000
Sarunas Jasikevicius,2006,4000000
Gordan Giricek,2006,4000000
Andres Nocioni,2006,3950000
Damon Jones,2006,3884678
Ben Gordon,2006,3862080
Dwyane Wade,2006,3841443
Bob Sura,2006,3840000
Bruce Bowen,2006,3750000
Jorge Garbajosa,2006,3750000
Deron Williams,2006,3749040
Vitaly Potapenko,2006,3674584
Marcus Banks,2006,3672414
Darius Songaila,2006,3650000
Adam Morrison,2006,3616680
Jeff McInnis,2006,3600000
Pat Garrity,2006,3525000
Tyronn Lue,2006,3500000
Dale Davis,2006,3500000
Chris Kaman,2006,3491768
Shaun Livingston,2006,3481920
Chris Paul,2006,3380160
Keyon Dooling,2006,3348000
Robert Horry,2006,3315000
Melvin Ely,2006,3303813
Tyrus Thomas,2006,3260760
Lorenzen Wright,2006,3250000
Zeljko Rebraca,2006,3240000
Ira Newble,2006,3196050
Kevin Ollie,2006,3196050
Kirk Hinrich,2006,3192628
Devin Harris,2006,3153120
Trevor Ariza,2006,3100000
Fred Jones,2006,3100000
Raymond Felton,2006,3060840
Chris Duhon,2006,3024000
Steven Hunter,2006,3024000
Chucky Atkins,2006,3000000
Rasual Butler,2006,3000000
Francisco Elson,2006,3000000
Shelden Williams,2006,2952840
Earl Boykins,2006,2950000
TJ Ford,2006,2929467
Iakovos Tsakalidis,2006,2900000
Michael Doleac,2006,2880000
Josh Childress,2006,2863920
Willie Green,2006,2800000
Brian Scalabrine,2006,2793103
Martell Webster,2006,2780160
Dan Dickau,2006,2753218
Primoz Brezec,2006,2750000
Eddie Griffin,2006,2700000
Damien Wilkins,2006,2700000
Mike Sweetney,2006,2696956
Brandon Roy,2006,2681880
James Jones,2006,2650000
Anthony Johnson,2006,2640000
Jarron Collins,2006,2625698
Luol Deng,2006,2614440
Jarvis Hayes,2006,2564127
Juan Dixon,2006,2550000
Charlie Villanueva,2006,2537880
Mickael Pietrus,2006,2535260
Keith Bogans,2006,2510000
Nick Collison,2006,2501070
Bostjan Nachbar,2006,2500000
Fabricio Oberto,2006,2500000
Randy Foye,2006,2448240
Luke Ridnour,2006,2425878
Rafael Araujo,2006,2395200
Jose Calderon,2006,2333334
Channing Frye,2006,2325000
Lindsey Hunter,2006,2250000
Rudy Gay,2006,2242290
Dikembe Mutombo,2006,2210000
Mark Madsen,2006,2210000
Andre Iguodala,2006,2201640
Othella Harrington,2006,2200000
Scot Pollard,2006,2200000
Jackie Butler,2006,2200000
Zarko Cabarkapa,2006,2157097
Ike Diogu,2006,2137200
Luke Jackson,2006,2131981
Bonzi Wells,2006,2115000
Patrick O'Bryant,2006,2061720
David West,2006,2051938
Andrew Bynum,2006,2030280
Jake Voskuhl,2006,2000000
Matt Bonner,2006,2000000
DeSagana Diop,2006,1998000
Andris Biedrins,2006,1986960
Devean George,2006,1974259
Tariq Abdul-Wahad,2006,1968750
Aleksandar Pavlovic,2006,1962206
Saer Sene,2006,1958640
Jason Hart,2006,1922640
Maurice Williams,2006,1920000
Robert Swift,2006,1887600
Dahntay Jones,2006,1886113
Boris Diaw,2006,1870501
JJ Redick,2006,1860720
Travis Outlaw,2006,1836426
Yaroslav Korolev,2006,1832280
Brian Cook,2006,1817141
Malik Allen,2006,1803600
Michael Ruffin,2006,1803600
Walter Herrmann,2006,1800000
Vassilis Spanoulis,2006,1800000
Sebastian Telfair,2006,1793160
Hilton Armstrong,2006,1767600
David Wesley,2006,1750000
Ronald Murray,2006,1750000
Aaron Williams,2006,1750000
Shammond Williams,2006,1750000
Sean May,2006,1740720
Kris Humphries,2006,1703520
Kendrick Perkins,2006,1689409
Leandro Barbosa,2006,1679733
Thabo Sefolosha,2006,1679280
Josh Howard,2006,1667603
Rashad McCants,2006,1653720
Didier Ilunga-Mbenga,2006,1628959
Maurice Evans,2006,1620000
Al Jefferson,2006,1618320
Clifford Robinson,2006,1600000
Ronnie Brewer,2006,1595400
Antoine Wright,2006,1570920
Kirk Snyder,2006,1537440
Cedric Simmons,2006,1515480
Scott Padgett,2006,1495317
Joey Graham,2006,1492440
Adrian Griffin,2006,1475000
Josh Smith,2006,1460640
Rodney Carney,2006,1439760
Danny Granger,2006,1417800
Eddie House,2006,1400000
JR Smith,2006,1387560
Luke Walton,2006,1375000
Shawne Williams,2006,1367760
Keith McLeod,2006,1350000
Gerald Green,2006,1347000
Steve Blake,2006,1330000
Dorell Wright,2006,1325160
Justin Reed,2006,1300000
Hakim Warrick,2006,1286280
Jameer Nelson,2006,1272120
Quincy Douby,2006,1240920
Julius Hodge,2006,1234800
Renaldo Balkman,2006,1191240
Matt Carroll,2006,1188000
Jason Kapono,2006,1188000
Nate Robinson,2006,1185480
Darrell Armstrong,2006,1178348
Gary Payton,2006,1178348
Bo Outlaw,2006,1178348
Eric Piatkowski,2006,1178348
Darrick Martin,2006,1178348
Alan Henderson,2006,1178348
Viktor Khryapa,2006,1172400
Rajon Rondo,2006,1143600
Jarrett Jack,2006,1137960
Michael Olowokandi,2006,1103225
Marcus Williams,2006,1097880
Francisco Garcia,2006,1092600
Delonte West,2006,1080480
Nenad Krstic,2006,1080480
John Edwards,2006,1080000
Mikki Moore,2006,1071225
Kelvin Cato,2006,1071225
Jacque Vaughn,2006,1071225
Devin Brown,2006,1064518
Josh Boone,2006,1053960
Luther Head,2006,1048800
Tony Allen,2006,1037280
Carlos Delfino,2006,1037280
Kyle Lowry,2006,1011720
Johan Petro,2006,1006800
Kevin Martin,2006,1002840
Bernard Robinson,2006,1000000
Jannero Pargo,2006,1000000
Shavlik Randolph,2006,1000000
Ryan Bowen,2006,998967
Jumaine Jones,2006,998967
Sasha Vujacic,2006,973920
Jason Maxiell,2006,973440
Shannon Brown,2006,971280
Beno Udrih,2006,967920
David Harrison,2006,960840
Anderson Varejao,2006,945600
Linas Kleiza,2006,945360
Jordan Farmar,2006,939120
Wayne Simien,2006,932760
Sean Marks,2006,932015
DeShawn Stevenson,2006,932015
David Lee,2006,926040
Mario Kasun,2006,919551
Sergio Rodriguez,2006,912000
Maurice Ager,2006,906480
Mardy Collins,2006,899880
DerMarr Johnson,2006,865063
Alex Acker,2006,839209
Boniface N'Dong,2006,839209
James White,2006,818153
Pat Burke,2006,810000
Mickael Gelabale,2006,802000
Mile Ilic,2006,800000
Smush Parker,2006,798112
Mike Wilks,2006,798112
Jamal Sampson,2006,771331
Ronald Dupree,2006,771331
Dajuan Wagner,2006,771331
Matt Barnes,2006,771331
Quinton Ross,2006,771331
Linton Johnson,2006,771331
James Lang,2006,771331
Royal Ivey,2006,744551
Andre Barrett,2006,744551
Josh Powell,2006,744551
Maceo Baston,2006,744551
Earl Barron,2006,744551
Charlie Bell,2006,744551
Ha Seung-Jin,2006,744551
Ime Udoka,2006,744551
Pape Sow,2006,744551
Roger Mason,2006,744551
Salim Stoudamire,2006,729000
John Lucas,2006,700000
Andre Owens,2006,676800
Solomon Jones,2006,675000
James Singleton,2006,675000
Esteban Batista,2006,664209
Ryan Gomes,2006,664209
Martynas Andriuskevicius,2006,664209
Dwayne Jones,2006,664209
Amir Johnson,2006,664209
Chris Taft,2006,664209
Monta Ellis,2006,664209
Chuck Hayes,2006,664209
Orien Greene,2006,664209
Rawle Marshall,2006,664209
Daniel Ewing,2006,664209
Ronny Turiaf,2006,664209
Lawrence Roberts,2006,664209
Ersan Ilyasova,2006,664209
Lynn Greer,2006,664209
Bracey Wright,2006,664209
Brandon Bass,2006,664209
Travis Diener,2006,664209
Louis Williams,2006,664209
Ronnie Price,2006,664209
CJ Miles,2006,664209
Andray Blatche,2006,664209
Donell Taylor,2006,664209
Stanislav Medvedenko,2006,625132
Paul Millsap,2006,625000
Pavel Podkolzin,2006,600000
Steve Novak,2006,600000
Arvydas Macijauskas,2006,500000
Leon Powe,2006,432000
Cedric Bozeman,2006,412718
Allan Ray,2006,412718
Hassan Adams,2006,412718
Ryan Hollins,2006,412718
Daniel Gibson,2006,412718
Pops Mensah-Bonsu,2006,412718
Jose Juan Barea,2006,412718
Yakhouba Diawara,2006,412718
Ivan McFarlin,2006,412718
Will Blalock,2006,412718
Paul Davis,2006,412718
Alexander Johnson,2006,412718
Tarence Kinsey,2006,412718
Chris Quinn,2006,412718
Robert Hite,2006,412718
Damir Markota,2006,412718
David Noel,2006,412718
Craig Smith,2006,412718
Marcus Vinicius,2006,412718
James Augustine,2006,412718
Bobby Jones,2006,412718
PJ Tucker,2006,412718
Uros Slokar,2006,412718
Dee Brown,2006,412718
Brian Chase,2006,412718
Roger Powell,2006,412718
Jared Reiner,2006,396905
Junior Harrington,2006,390556
Peter John Ramos,2006,384776
Kelenna Azubuike,2006,301657
Loren Woods,2006,300000
Desmon Farmer,2006,275404
Anthony Roberson,2006,267111
Justin Williams,2006,261724
Stephen Graham,2006,259204
Andre Brown,2006,241591
Juaquin Hawkins,2006,215928
Jeremy Richardson,2006,176161
Howard Eisley,2006,162660
Chris McCray,2006,161061
Andreas Glyniadakis,2006,161061
Steven Smith,2006,161061
Doug Christie,2006,158071
Zoran Planinic,2006,150000
Mike Gansey,2006,150000
Matt Freije,2006,145961
Mike Hall,2006,135895
Pat Carroll,2006,110000
Alan Anderson,2006,102131
Jimmie Hunter,2006,100000
Paul Miller,2006,100000
Sergey Monya,2006,100000
Ndudi Ebi,2006,90000
Dijon Thompson,2006,89101
Robert Whaley,2006,83026
Jefferson Sobral,2006,75000
Daniel Horton,2006,75000
Kevin Burleson,2006,70000
Vincent Grier,2006,70000
Luke Schenscher,2006,55000
Kevin Pittsnogle,2006,50000
Will Conroy,2006,35378
Casey Jacobsen,2006,31250
Von Wafer,2006,24300
Renaldo Major,2006,20133
Kevin Garnett,2007,23750000
Michael Finley,2007,21696750
Shaquille O'Neal,2007,20000000
Jason Kidd,2007,19728000
Jermaine O'Neal,2007,19728000
Chris Webber,2007,19602173
Kobe Bryant,2007,19490625
Tim Duncan,2007,19014188
Tracy McGrady,2007,19014187
Allen Iverson,2007,19012500
Stephon Marbury,2007,19012500
Steve Francis,2007,17500000
Baron Davis,2007,16440000
Shawn Marion,2007,16440000
